stop_id,stop_lat,stop_lon,stop_desc
511456,3.3681636856,-76.517874, Kr 99 entre Cl 45 y 48
511457,3.3681797686,-76.5145873745,Kr 99 entre Cl 48 y 50
511478,3.3790527815,-76.5184095412,Kr 86 entre Cl 45 y 48
511479,3.3693149955,-76.516152857,Cl 48 entre Kr 99 y 98B
511480,3.3723847967,-76.5161702375,Cl 48 entre Kr 97 y 96A
511481,3.3748349237,-76.5161477424,Cl 48 entre Kr 94A y 94
511484,3.3698475398,-76.5166228088,Cl 48 entre Kr 98 y 98B
511521,3.3684719074,-76.5173932757,Kr 99 entre Cl 48 y 45
511533,3.3664036882,-76.516236,Cl 48 entre Kr 101 y 99A
511009,3.385860994,-76.5386837678,Cl 13 entre Kr 80 y 81
511235,3.3863372165,-76.5413400354,Kr 80 entre Cl 5 y 6A
511280,3.3775656673,-76.5427910006,MELÉNDEZ C6
511289,3.3773184393,-76.5427272372,MELÉNDEZ C4
511290,3.377062709,-76.5426795198,MELÉNDEZ C2
511291,3.3774634684,-76.5427656427,MELÉNDEZ C5
511294,3.3769680748,-76.5426550146,MELÉNDEZ C1
511296,3.3772249625,-76.542702534,MELÉNDEZ C3
511342,3.3819276615,-76.5438290006,Cl 5 entre Kr 84A y 84
511002,3.3875866588,-76.5307620001,Kr 80 entre Cl 14 y 16
511013,3.3927926533,-76.5305850001,Kr 70 entre Cl 14 y 16
511014,3.3879901586,-76.5294782,Kr 80 entre Cl 16 y 15
511424,3.3897250991,-76.5284129407,Cl 16 entre Kr 73 y 76
516193,3.390718857,-76.5245179812,Cl 25 entre Kr 70 y 73
516225,3.389922648,-76.5323744719,Cl 14 entre Kr 76 y 73
511006,3.3747034302,-76.5374237345,Cl 13 entre Kr 89 y 100
511008,3.3798060439,-76.5378286259,Cl 13 entre Kr 85 y 87
511010,3.377612363,-76.5375519706,Cl 13 entre Kr 87 y 89
511012,3.3822370197,-76.5381992394,Cl 13 con Kr 83
511138,3.3445935471,-76.5493064889,Cl 5 - Vía la Voragine
502301,3.3670444161,-76.5289738878,UNIVERSIDADES B1
502303,3.3671778688,-76.5292759996,UNIVERSIDADES B2
502304,3.3664371854,-76.52781391,UNIVERSIDADES C1
502310,3.3666091636,-76.5280420749,UNIVERSIDADES C3
502312,3.3666936224,-76.5281729208,UNIVERSIDADES C4
502314,3.3665318316,-76.5279258603,UNIVERSIDADES C2
511237,3.3760747472,-76.5290037634,Cl 16 entre Kr 93 y 92
511242,3.3794420817,-76.5273964939,Kr 86 entre Cl 17 y 18
511279,3.3767847064,-76.5254485115,Cl 25 entre Kr 89 y 94
511281,3.3686300258,-76.5259027279,Cl 25 entre Kr 98 y 100
511284,3.3736170541,-76.525495688,Cl 25 entre Kr 95 y 98
511301,3.3776155941,-76.5289048112,Cl 16 entre Kr 90 y 89
511349,3.3720582001,-76.5292652374,Cl 16 entre Kr 98 y 94
514001,3.3700258296,-76.5293694663,Cl 16 entre Kr 100 y 98
511288,3.3772826423,-76.5481154274,Kr 92 entre Cl 4 y 3A
517276,3.3837210509,-76.5570882981,Kr 89 con Cl 1B Oe
511164,3.3743148178,-76.549754396,Kr 95 entre Cl 3 y Kr 95A
511175,3.375246811,-76.5519479185,Kr 94B entre Cl 2 y 2B
511151,3.3421302721,-76.547453258,Kr 122 con Cl 5
511176,3.3744932169,-76.5502848588,Cl 2B entre Kr 95A y 94D
511186,3.3751757293,-76.5522818203,Kr 94B entre Cl 2A y 2
511390,3.3750156668,-76.5500040013,Cl 2C entre Kr 94A y 95
511400,3.3757362947,-76.5516145465,Kr 94 entre Cl 2 y 2A
511401,3.3754973486,-76.5504920231,Kr 94A entre Cl 2B y 2C
511163,3.3742612611,-76.5475682013,Kr 95 entre Cl 4 y 3D
511377,3.3754723055,-76.5482457618,Kr 94A entre Cl 3A y 3B
502150,3.3770830519,-76.5428443951,MELÉNDEZ A1
502151,3.3772317006,-76.5428223446,MELÉNDEZ B1
511286,3.3756584277,-76.5451849391,Kr 94 entre Cl 4D y 4C
511375,3.3791766642,-76.5452560008,Cl 4C entre Kr 87 y 88
511376,3.3770746664,-76.5458870008,Kr 92 entre Cl 4C y 4
511388,3.3801812841,-76.5437443184,Cl 5 entre Kr 85 y 86
511072,3.3763706584,-76.559694003,Cl 4 Oe entre Kr 94 y 94-1
511168,3.3733337007,-76.5555513665,Kr 96 entre Cl 1 Oe y 2 Oe
511169,3.3734648202,-76.5572635271,Cl 4 Oe entre Kr 94B y 94A
511171,3.3747292462,-76.5588832375,Cl 4 Oe entre Kr 94Bis y 94A
511172,3.3732854373,-76.5561164492,Kr 96 entre Cl 3 Oe y 1 Oe
511345,3.3720846665,-76.5558480022,Kr 100 con Cl 1E Oe_P2
511434,3.3716903397,-76.5501288925,Kr 98A con Cl 2D
511259,3.34335273,-76.524437,Cl 25 entre Kr 122 y 125
511435,3.3717308086,-76.5518802646,Kr 98A con Cl 2A
511436,3.3723179031,-76.5518113871,Kr 98 entre Cl 2 y 2A
511437,3.3720908854,-76.5495870111,Kr 98 entre Cl 2D y 3
511438,3.3687562051,-76.5557161196,Kr 100B con Cl 1Bis Oe_P1
511439,3.3703585571,-76.5570133982,Kr 100A2 entre Cl 1C Oe y Kr 100A1
511440,3.3721884485,-76.5557249863,Kr 100 con Cl 1E Oe_P1
511441,3.3721783372,-76.5546496626,Kr 100 con Cl 1B Oe
511443,3.3706003151,-76.5555218704,Kr 100A entre Kr Cl 1D Oe y 1C Oe
511445,3.3701369555,-76.5569649994,Kr 100A2 entre Kr 100A1 y Cl 1C Oe
511446,3.3687248056,-76.555777096,Kr 100B con Cl 1Bis Oe_P2
511487,3.3679899787,-76.5542373982,Kr 100B con Cl 1_P1
511488,3.3679151433,-76.5542576762,Kr 100B con Cl 1_P2
511497,3.3712865711,-76.5571105046,Cl 1E Oe entre Kr 100A2 y 100A Bis
511499,3.370638877,-76.5554536181,Kr 100A entre Kr Cl 1C Oe y 1D Oe
511500,3.3712883529,-76.5572151431,Cl 1E Oe entre Kr 100A Bis y 100A2
511520,3.3722419638,-76.5510501461,Kr 98 entre Cl 2B y 2C
511536,3.3715806716,-76.5493520012,Cl 3 con Kr 99
511166,3.3742652208,-76.5535698759,Kr 94C entre Cl 2 y 1A Oe
511167,3.373642631,-76.5550881775,Kr 95 con Cl 1A Oe
511170,3.3751375697,-76.5590773817,Cl 4 Oe entre Kr 94A y 94
511173,3.3734675892,-76.5547328248,Kr 95 entre Cl 1A Oe y 1A
511174,3.3743196649,-76.5542660019,Kr 94C entre Cl 1 Oe y 1B
511182,3.3744177492,-76.5544449832,Kr 94C con Cl 1C
511293,3.3769683844,-76.5523354454,Cl 2 entre Kr 93 y 94
511350,3.376578366,-76.5596901365,Cl 4 Oe con Kr 94
511351,3.3779575493,-76.5606057074,Cl 4 Oe con Kr 91
511352,3.3795434544,-76.5613840998,Cl 4 Oe con Kr 89
511368,3.3805638132,-76.5586335709,Cl 2C Oe con Kr 96
511372,3.3776649336,-76.5528522515,Kr 93 entre Cl 1 y 2
511394,3.3780948099,-76.5567206561,Cl 2B Oe entre Kr 93Bis y 93A
511399,3.3778013817,-76.555020798,Kr 93A entre Cl 2B y 1B Oe
511177,3.3741366154,-76.5485311749,Kr 95 entre Cl 3 y 3C
511292,3.3749055256,-76.5465963413,Kr 94 entre Cl 4 y 4A
511432,3.3737308718,-76.547214877,Cl 4 entre Kr 95 y 96
511433,3.372094281,-76.5471338314,Cl 4 entre Kr 96 y 98
511447,3.3718363374,-76.5473799999,Kr 98 entre Cl 3C y 4
511448,3.3734891362,-76.5470920285,Cl 4 entre Kr 96 y 95
502200,3.3725763972,-76.5400529077,BUITRERA A1
511069,3.3687221895,-76.5372666801,Cl 13 entre Kr 101A y 102
511183,3.3682599571,-76.5398563485,Kr 102 entre Cl 12 y 11B
511187,3.3719329209,-76.53916623,Kr 100 entre Cl 11 y 12
502201,3.3728020513,-76.5403759337,BUITRERA B1
511020,3.3534937104,-76.523493,Cl 25 entre Kr 114A y 118
511031,3.3334818192,-76.5321301084,Kr 127 entre 18A y 18
511035,3.3429423868,-76.53660949,Kr 122 entre Cl 16 y 15
511036,3.3428407737,-76.5361061,Kr 122 entre Cl 15 y 16
511037,3.3426216935,-76.5404824418,Kr 122 entre Cl 13 y 12
511038,3.3425124736,-76.5415962006,Kr 122 entre Cl 12 y 13
511039,3.3426108539,-76.5437534577,Kr 122 entre Cl 12 y 6
511040,3.3423837668,-76.5441079618,Kr 122 entre Cl 5 y 9
511043,3.3509944109,-76.5247082833,Kr 118 entre Cl 25 y 22
511044,3.3507263316,-76.5290740379,Kr 118 entre Cl 20 y 18
511045,3.3430815103,-76.5330176972,Kr 122 entre Cl 17A y 16
511046,3.3443097473,-76.5306766181,Cl 18 entre Kr 122 y 121
511193,3.35819509,-76.5305575015,Cl 18 entre Kr 106 y 114
511194,3.3525309028,-76.5303236487,Cl 18 entre Kr 114B y 115
511195,3.3438701103,-76.5309124941,Cl 18 entre Kr 121 y 122
511196,3.3414777577,-76.5311443507,Cl 18 entre Kr 122 y 125
511197,3.3375640361,-76.5317044758,Cl 18 entre Kr 125 y 125A
511198,3.3340080879,-76.5325147497,Cl 18 entre Kr 126 y 127
511213,3.3375593907,-76.5315139618,Cl 18 entre Kr 127 y 125
511215,3.3386420672,-76.5269626274,Kr 125 con Cl 23A
511232,3.3382547406,-76.524692,Cl 36 entre Kr 125 y 127
511241,3.3434488938,-76.527098212,Kr 122 entre Cl 24 y 22A
511249,3.3528858434,-76.5301377769,Cl 18 entre Kr 118 y 115
511250,3.3581615879,-76.5303823125,Cl 18 con Kr 111
511251,3.3581897019,-76.523917,Cl 25 con Kr 111
511254,3.3350779948,-76.5246774948,Kr 127 entre Cl 36 y 25
511255,3.3351407675,-76.5286277357,Kr 127 entre Cl 21A y 21
511256,3.3465177236,-76.524306,Cl 25 entre Kr 121 y 122
511261,3.3484480222,-76.5303838351,Cl 18 entre Kr 121 y 118
511266,3.3603595442,-76.5267488459,Kr 109 entre Cl 24 y 22
511297,3.3603050712,-76.5282130335,Kr 109 entre Cl 22 y 19
511302,3.3592991047,-76.5299240529,Cl 19 entre Kr 109 y 111
511336,3.3590956575,-76.5247105379,Cl 24A con Kr 111
511346,3.3553469182,-76.5302511909,Cl 18 entre Kr 115 y 111
511347,3.3553678194,-76.5304444948,Cl 18 entre Kr 114 y 114B
511361,3.3482034728,-76.5306651634,Cl 18 entre Kr 118 y 120
511496,3.3385068048,-76.5303100884,Kr 125 con Cl 19
512002,3.3409257527,-76.5309839457,Cl 18 entre Kr 125 y 122
502250,3.3707263531,-76.536671101,UNIVALLE A1
502251,3.3709339776,-76.536836124,UNIVALLE B1
511178,3.3663378076,-76.5304601253,Cl 16 entre Kr 100 y 102
511179,3.3627462359,-76.5316918505,Cl 18 entre Kr 105 y Cl 16
511192,3.3606561113,-76.5309362987,Cl 18 entre Kr 106 y 108
511264,3.3609805161,-76.5308671566,Cl 18 entre Kr 109 y 106A
511265,3.3646478589,-76.5313905179,Cl 16 con Kr 103
502300,3.3670030976,-76.5291959923,UNIVERSIDADES A1
502302,3.366841687,-76.528908,UNIVERSIDADES A2
502305,3.3665071125,-76.5283272762,UNIVERSIDADES D1
502309,3.3663413643,-76.527990373,UNIVERSIDADES D3
502311,3.3662307318,-76.527705738,UNIVERSIDADES D5
502313,3.3664279384,-76.5281465926,UNIVERSIDADES D2
502315,3.3662796824,-76.5278456878,UNIVERSIDADES D4
511112,3.3218031601,-76.4976246692,Vía Cali - Puerto Tejada P3
511113,3.3198737869,-76.4952951359,Vía Cali - Puerto Tejada P4
511114,3.317247113,-76.4920622742,Vía Cali - Puerto Tejada P5
511115,3.314064336,-76.4881581888,Vía Hormiguero P11
511116,3.3130641784,-76.4839613076,Vía Hormiguero P3
511117,3.3129398945,-76.4825424485,Vía Hormiguero P4
511118,3.3125466403,-76.4783815944,Vía Hormiguero P6
511119,3.3129902808,-76.4826586648,Vía Hormiguero P8
511120,3.3132515322,-76.4842762475,Vía Hormiguero P9
511121,3.3139531039,-76.4881305015,Via Hormiguero P1
511122,3.3161320137,-76.4905878571,Vía Cali - Puerto Tejada P6
511123,3.3168991467,-76.4933284189,Kr 143 - Cascajal P1
511124,3.3166009956,-76.4985038597,Kr 143 - Cascajal P2
511125,3.3164012943,-76.5013721604,Kr 143 - Cascajal P3
511126,3.3166261231,-76.5080375022,Kr 143 - Cascajal P5
511127,3.3179999369,-76.5116797875,Kr 143 - Cascajal P6
511130,3.3175200437,-76.5220872517,Kr 143 con Cl 36
511135,3.3001498308,-76.521497432,Cl 36 con Kr 164
511156,3.3618021795,-76.4987437572,Kr 109 - Colegio Juvenilla_1
511157,3.3638058632,-76.4951686649,Kr 109 - Club Cañasgordas
511158,3.3620485106,-76.4984205966,Kr 109 - Colegio Juvenilla_2
511189,3.3139254325,-76.4852576276,Vía Hormiguero P2
511191,3.3142033827,-76.4856003081,Vía Hormiguero P10
511211,3.316288926,-76.5041941111,Kr 143 - Cascajal P4
511339,3.2907054794,-76.523777732,Cl 36 con Kr 180
511341,3.3135406562,-76.5224580808,Cl 36 entre Kr 148 y 146
511383,3.3123082901,-76.4810918318,Vía Hormiguero P5
511384,3.3122997977,-76.480825679,Vía Hormiguero P7
511048,3.3635874554,-76.5575625443,Vía La Buitrera - La Riverita_1
511049,3.3647633422,-76.562793625,Puesto de Salud La Buitrera
511050,3.3662518014,-76.5644416718,Km 3 Vía la Buitrera
511051,3.3688402159,-76.5624005676,Vía La Buitrera El Portento_1
511052,3.3718314428,-76.5641033349,Vía La Buitrera P10
511053,3.3758848155,-76.5648623643,Vía La Buitrera P11
511054,3.3758334006,-76.5648950193,Vía La Buitrera P23
511056,3.3823869316,-76.5711287255,Vía la Buitrera Finca Santana
511059,3.3828932665,-76.5782832452,La Buitrera Inicio de ruta
511061,3.3825808835,-76.5715749088,Vía La Buitrera Villa Gloria
511062,3.3793568794,-76.5683406994,Vía La Buitrera P21
511064,3.3721664875,-76.5642579706,Vía La Buitrera P24
511066,3.3667489635,-76.5644994388,Ferretería La Buitrera
511067,3.3649549533,-76.5630625473,Vía La Buitrera I.E. La Buitrera
511068,3.3633957027,-76.5572909773,Vía La Buitrera - La Riverita_2
511070,3.3633324818,-76.5552353808,Vía La Buitrera Villa Libia
511071,3.3632245911,-76.5549251287,Vía La Buitrera Los Pinos
511073,3.3641514947,-76.5600240739,Vía La Buitrera Jardín Creart
511074,3.3640883002,-76.5603369075,Vía La Buitrera Club SENA
511075,3.3663863134,-76.5622238053,Vía La Buitrera Colacteos
512120,3.4959605058,-76.5026250812,Av 2CN entre Cl 74 y 75
511076,3.366295181,-76.562006259,Liceo Entre Ríos La Buitrera
511077,3.3768832708,-76.566685532,Vía La Buitrera P12
511078,3.3796796496,-76.5683581681,Vía La Buitrera P13
511079,3.3812973921,-76.5688020717,Vía La Buitrera P14
511080,3.3825255911,-76.5749008612,Vía La Buitrera P17
511081,3.3829891199,-76.5783753115,La Buitrera Fin de ruta
511082,3.3816890593,-76.5694868293,Vía La Buitrera P20
511083,3.3764940053,-76.5673151391,Vía La Buitrera P22
511084,3.3687111862,-76.5623865688,Vía La Buitrera El Portento_2
511139,3.3482283395,-76.5561589987,Via la Voragine con Cl 2_1
511140,3.3494816892,-76.5657020047,EcoParque Pance 1a entrada_1
511141,3.3488506862,-76.5687200057,EcoParque Pance 2a entrada_1
511142,3.3485616801,-76.5732600074,EcoParque Pance 3a entrada_1
511143,3.3484769187,-76.5800493809,EcoParque Pance 4a entrada_1
511149,3.3489786889,-76.5665670049,EcoParque Pance 1a entrada_2
511150,3.3484106136,-76.5571713173,Via la Voragine con Cl 2_2
511353,3.3796225382,-76.5614196226,Cl 4 Oe con Kr 90
512121,3.4950893409,-76.5019570021,Av 2BN entre Cl 75C y 75
511354,3.3780237017,-76.5610359471,Cl 4 Oe con Kr 92
511379,3.3708246868,-76.5634720875,Vía La Buitrera P9
511380,3.370896259,-76.5636749461,Vía La Buitrera P25
511381,3.3493316858,-76.5612894233,Hecienda la Rivera EMCALI_1
511461,3.3674588951,-76.5633503486,Iglesia La Buitrera
511462,3.3820523761,-76.5702046745,Vía La Buitrera P15
511463,3.3675870033,-76.5636066811,Vía La Buitrera Callejón La T
511486,3.3826379977,-76.5752169711,Vía La Buitrera P18
517180,3.4093038512,-76.5665534958,Kr 56 entre Cl 17B Oe y 17C Oe
517183,3.409923131,-76.5715982835,Vía La Sirena - Colegio Ideas_2
517184,3.408289588,-76.5703004947,Kr 56 - Jardines del recuerdo_2
517185,3.4086926462,-76.5672894696,Kr 56 con Cl 17C Oe
517186,3.4094178612,-76.5663449386,Kr 56 con Cl 17B Oe
517216,3.4083821036,-76.5705705017,Kr 56 - Jardines del recuerdo_1
511086,3.3220813713,-76.5350786805,Cl 18 entre Kr 137 y 142
511087,3.3221420739,-76.5348732349,Cl 18 entre Kr 142 y 137
511134,3.3142349177,-76.5230119239,Cl 36 entre Kr 146 y 148
511144,3.3449876727,-76.5888416063,La Voragine Fin de ruta
511145,3.3453853222,-76.5889747342,La Voragine Inicio de ruta
511146,3.3483535116,-76.5798323612,EcoParque Pance 4a entrada_2
512122,3.4941676836,-76.5037723775,Cl 74 entre Av 2B2 y 2B1
511147,3.3482498567,-76.5737226047,EcoParque Pance 3a entrada_2
511148,3.3486936843,-76.5687526413,EcoParque Pance 2a entrada_2
511180,3.3263559659,-76.5335679776,Cl 18 entre Kr 130 y 137
511199,3.330720012,-76.5328437649,Cl 18 entre Kr 127 y 130_1
511201,3.3244485638,-76.5342345693,Cl 18 con Kr 137_1
511202,3.3193328195,-76.5360532488,Cl 18 con Kr 142_1
511203,3.3162248408,-76.5371602977,Cl 18 entre Kr 142 y 146
511204,3.3076221645,-76.5400553136,Cl 18 - Comfandi Pance
511206,3.3094520821,-76.5393958708,Cl 18 con Kr 168_2
511207,3.3159551923,-76.5370476193,Cl 18 entre Kr 146 y 142
511208,3.318919267,-76.5360151709,Cl 18 con Kr 142_2
511221,3.2973838057,-76.5229045583,Kr 168 con Cl 36
511229,3.3290089382,-76.5329521042,Cl 18 entre Kr 127 y 130_2
511236,3.3131841646,-76.5382210979,Cl 18 entre Kr 152 y 156
511244,3.3105850428,-76.5391577407,Cl 18 con Kr 159_1
511245,3.3109955539,-76.5388445872,Cl 18 con Kr 159_2
511246,3.3131564421,-76.5380709284,Cl 18 con Kr 154
511247,3.3093871526,-76.5395871473,Cl 18 con Kr 168_1
511248,3.3186144517,-76.5227658336,Cl 36 entre Kr 141 y 143
511337,3.3119294233,-76.5228040204,Cl 36 con Kr 148
511338,3.301802569,-76.5314905737,Kr 168 con Cl 25
511382,3.3493694285,-76.5618170815,Hecienda la Rivera EMCALI_2
512018,3.4940601311,-76.5215803747,Cl 70 entre Av 6N y 4N
512045,3.4885726512,-76.522227,Cl 52N con Av 5B
512047,3.4878816505,-76.520294,Cl 52N entre Av 4 y 4B
512048,3.4890676517,-76.52356,Cl 52N entre Av 5B y 6
512123,3.4900805143,-76.5240102826,Av 6N entre Cl 52 y 58
512209,3.4926468188,-76.5234217228,Av 6 entre Cl 52N y 67N P2
512221,3.4915546542,-76.518303,Av 4 entre Cl 67N y 64N
512222,3.4892876519,-76.519124,Av 4 con Cl 58N
513262,3.4932762947,-76.5191014492,Cl 70 entre Av 6N y 4N
513264,3.4923505622,-76.5234598478,Av 6 entre Cl 52N y 67N P1
512028,3.4940976601,-76.5005329996,Cl 75CN entre Av 2A y 2A Bis
512029,3.4952362973,-76.5017539096,Cl 75CN entre Av 2ABis y 2B
512032,3.492015645,-76.5044609184,Av 2B entre Cl 73N y Av 2B1
512033,3.4900452064,-76.5063883285,Av 2AN entre Cl 71N y 70N
512062,3.492524385,-76.5051544023,Cl 73 entre Av 2B3 y 2B2N
512064,3.494568284,-76.503868257,Cl 74N entre Av 2BN y 2CN
512065,3.4927465789,-76.5042837977,Cl 73Bis N con Av 2B1
512089,3.4939252414,-76.5019386315,Cl 75 entre Av 2B y 2A
512090,3.4934055161,-76.5007362422,Av 2N entre Cl 75A y 75BN
512091,3.4947065464,-76.4996807839,Av 2N entre Cl 75CN y 75DN
512092,3.4956076033,-76.4991689788,Av 2A con Cl 75HN
512093,3.4959468009,-76.502911687,Av 2CN entre Cl 75C y 75
512187,3.4932330854,-76.5032812173,Cl 74 entre Av 2B1 y 2B
512215,3.4929202253,-76.5064576618,Cl 73 entre Av 2C y 2B6
513253,3.4899081573,-76.5070388938,Cl 70 entre Av 2BN y 3N P1
513256,3.4900263688,-76.5074224744,Cl 70 entre Av 2BN y 3N P2
512001,3.4551229891,-76.5342348169,Av 2A entre Cl 12N y 10N P1
512009,3.4549422876,-76.534487952,Av 2A entre Cl 12N y 10N P2
512101,3.4520291709,-76.5391759017,Av 2N entre Av 1 y Cl 4
512103,3.4553831582,-76.5349126754,Av 4 entre Cl 10N y 12N
513003,3.4518930538,-76.5371053351,Av 1N entre Cl 7 y 6
519163,3.4544741299,-76.5365787161,Cl 8 entre Av 3 y 4
512005,3.4732274883,-76.5276637505,Av 6A con Cl 35N P1
513015,3.4767381459,-76.5267029206,Av 6 entre Cl 38N y 36N P1
513269,3.4798814433,-76.5254994679,Av 6 entre Cl 41N y 40N P1
500100,3.4893080408,-76.5090118225,MENGA C1
500101,3.4891949718,-76.5086841494,MENGA C2
500102,3.4890742964,-76.5083344342,MENGA C3
500103,3.488957225,-76.5079951607,MENGA C4
500104,3.4892976811,-76.5079201147,MENGA B1
500105,3.4894294906,-76.508310001,MENGA B2
500106,3.4895321006,-76.5086135147,MENGA B3
500107,3.4896302129,-76.5089037263,MENGA B4
500108,3.4894640935,-76.5080539156,MENGA A1
500109,3.4895044737,-76.5081776348,MENGA A2
500110,3.4895629599,-76.5083370383,MENGA A3
500111,3.4896224761,-76.5085074746,MENGA A4
512014,3.4878535539,-76.5042378116,Av 2A con Cl 67N
512019,3.4885137324,-76.5039383023,Cl 70 con Av 2N
512034,3.4877889482,-76.5110008856,Av 3 entre Cl 59N y 61AN
512035,3.4837627122,-76.5058273855,Av 2N entre Cl 57AN y 57N
512081,3.4844972441,-76.5130862631,Av 3N entre Cl 52 y 55
512085,3.4856228613,-76.5070773642,Av 2C entre Cl 60 y 59AN
512086,3.4848737577,-76.5080215861,Av 2D entre Cl 57BN y 57AN
512087,3.4840686811,-76.5089988812,Av 2E entre Cl 55BN y 55AN
512124,3.4862776202,-76.5053050084,Cl 62A entre Av 2N y 2B
512134,3.4829329915,-76.5119525989,Cl 52 entre Av 2G y 2H
512144,3.4844028869,-76.5102820562,Cl 55N entre Av 2F y 2H
512153,3.4859795711,-76.509589264,Av 2GN entre Cl 57 y 57A
512181,3.4853079753,-76.504762015,Av 2N entre Cl 62AN y 62N
512184,3.4867043327,-76.5087913422,Av 2G entre Cl 59N y 60N
512185,3.4875264588,-76.5092634609,Cl 61 entre Av 2GN y 2BN
512186,3.4892429123,-76.510238774,Av 3N entre Cl 61A y 70
513254,3.4893196013,-76.5064914646,Cl 70 entre Av 2Bis y 2N
512158,3.4854441487,-76.5292668,Av 8 entre Cl 50 y 49
512171,3.484461811,-76.5264154885,Cl 47 entre Av 6N y 6AN
512172,3.4844599951,-76.5281316824,Cl 47 con Av 7N
512173,3.4861354203,-76.5295061756,Av 8 entre Cl 50N y 51N
512189,3.4843313953,-76.527003736,Cl 47 entre Av 7N y 6N
512224,3.4870566502,-76.529588,Cl 53N entre Av 8 y 7
513265,3.4875178258,-76.52582063,Av 6N entre Cl 49 y 48
513267,3.4837668775,-76.5259237715,Av 6N entre Cl 47 y 44B
512072,3.4604616351,-76.5313821003,Av 6N entre Cl 16 y 18
512104,3.4575067348,-76.5334546368,Av 6 entre Cl 13N y 15N
512133,3.4579057283,-76.5306304472,Av 3 entre Cl 17N y 15N
519167,3.4589666317,-76.530215,Av 4 entre Cl 17N y 18N
512039,3.4813766149,-76.5238125965,Cl 44 entre Av 4BN y 6N
512040,3.4840489525,-76.5256136389,Av 6 entre Cl 45N y 47N P2
512041,3.4866762448,-76.5255965985,Av 6 entre Cl 48N y 49N
512042,3.4883206509,-76.522388,Cl 52N entre Av 5A y 5
512043,3.48742065,-76.51999,Cl 52N entre Av 4A y 4
512130,3.4811056575,-76.5236432182,Cl 44 entre Av 5N y 4N
512140,3.4886366514,-76.525041,Av 6 entre Cl 50N y 52N
512160,3.4843366473,-76.525348,Cl 47N entre Av 6 y 5C
512161,3.4836226466,-76.522677,Cl 47N entre Av 5A y 4A
512169,3.4833676463,-76.521665,Cl 47N entre Av 4 y 4A
512170,3.4841656471,-76.523882,Cl 47 entre Av 5A y 5B
512190,3.4849826478,-76.520657,Av 4 con Cl 48N
512207,3.4870980089,-76.5255789641,Av 6 con Cl 49N
512213,3.4755648193,-76.5264385185,Av 6 entre Cl 37AN y 37BN P1
512214,3.4796702587,-76.5251710614,Av 6 entre Cl 40N y 42N P2
512223,3.4868776495,-76.519969,Av 4 entre Cl 52N y 50N
513016,3.4757966932,-76.5264864623,Av 6 entre Cl 37AN y 37BN P2
513268,3.4836974448,-76.5255416735,Av 6 entre Cl 45N y 47N P1
513270,3.479357246,-76.5252824174,Av 6 entre Cl 40N y 42N P1
512210,3.4923938406,-76.5237221596,Av 6 con Cl 67N P2
502450,3.4744090899,-76.5196589097,PRADOS DEL NORTE A1
502451,3.4745554354,-76.5195125885,PRADOS DEL NORTE B1
512021,3.4702305021,-76.5220072025,Av 3N entre Cl 32A y 33
512022,3.4706566551,-76.5220128612,Av 3N entre Cl 31 y 30
512054,3.4718029428,-76.5234665139,Cl 34 entre Av 3CN y 4N
512105,3.4700701332,-76.5197925037,Cl 34 entre Av 2E y 2BN
512115,3.4702253778,-76.519645394,Cl 34 entre Av 2B y 2F
502400,3.4635626634,-76.5253333292,LAS AMÉRICAS A1
502401,3.4636928093,-76.5251900149,LAS AMÉRICAS B1
512006,3.4726035062,-76.5264270779,Av 6N entre Cl 34 y 35
512020,3.4661073775,-76.5235155451,Av 3 con Cl 23DN P1
512023,3.4670189247,-76.5239798869,Av 3N entre Cl 24 y 23D
512046,3.4637378413,-76.5224052593,Cl 25 entre Av 2D y 2C
512055,3.4723387997,-76.5259747094,Av 2BN entre Cl 34 y 35
512056,3.4723537859,-76.5261250533,Av 2BN entre Cl 31 y 34
512057,3.4680579475,-76.5246932458,Av 2BN entre Cl 25 y 24
512112,3.4650599542,-76.5236573535,Av 2F entre Av 3 y Cl 25
512147,3.4641821376,-76.5301206815,Av 6AN entre Cl 22 y 23
512148,3.4685744189,-76.5289056935,Av 6N entre Cl 26A y 27
512149,3.470187121,-76.5277312587,Av 6 entre Cl 28N y 29AN P1
512154,3.4717676563,-76.5267575576,Av 6N entre Cl 30 y 34
512194,3.4719632448,-76.5248563038,Cl 34 entre Av 2N Bis y 2BN
512195,3.4698262797,-76.5252783136,Av 2B entre Cl 28N y 26N
512206,3.4662254939,-76.5235980688,Av 3 con Cl 23DN P2
512211,3.4656060929,-76.5301424775,Av 6 entre Cl 23N y 24N P2
512212,3.4703549311,-76.5276315958,Av 6 entre Cl 28N y 29AN P2
513279,3.465410741,-76.530133625,Av 6 entre Cl 23N y 24N P1
513280,3.4678041732,-76.5293972932,Av 6 entre Cl 25N y 26N
519166,3.4640293449,-76.5263401487,Av 4N entre Cl 23 y 24
512007,3.469252723,-76.5303880784,Av 6A entre Cl 27N y 26N P2
512037,3.4731537775,-76.5273003286,Av 6N Bis entre Av 6AN y Cl 31
512203,3.4730717468,-76.5278432689,Av 6A con Cl 35N P2
512205,3.4670169156,-76.5311063793,Av 6A entre Cl 25N y 24AN P2
513271,3.471556429,-76.5289241668,Av 6A entre Cl 35N y 29N P1
513273,3.4641379456,-76.5311014849,Av 6AN entre Cl 22A y 22
